source,target,weight
"Kyiv, Ukraine","Nairobi, Kenya",1
"Kyiv, Ukraine","Chicago, IL, United States",1
"Kyiv, Ukraine","Stockholm, Sweden",1
"Kyiv, Ukraine","Gurugram, India",1
"Kyiv, Ukraine","Zagreb, Croatia",1
"Kyiv, Ukraine","London, United Kingdom",1
"Kyiv, Ukraine","Palo Alto, CA, United States",1
"Kyiv, Ukraine","Etterbeek, Belgium",1
"Kyiv, Ukraine","Shanghai, China",1
"Kyiv, Ukraine","Milan, Italy",1
"Kyiv, Ukraine","Wrocław, Poland",1
"Kyiv, Ukraine","Sunnyvale, CA, United States",1
"Kyiv, Ukraine","Boulder, CO, United States",1
"Kyiv, Ukraine","Prague, Czechia",1
"Kyiv, Ukraine","Bratislava, Slovakia",1
"Kyiv, Ukraine","München, Germany",1
"Kyiv, Ukraine","Budapest, Hungary",1
"Kyiv, Ukraine","Kirkland, WA, United States",1
"Kyiv, Ukraine","Tel Aviv-Yafo, Israel",1
"Kyiv, Ukraine","Mexico City, Mexico",1
"Kyiv, Ukraine","Mountain View, CA, United States",1
"Kyiv, Ukraine","Johannesburg, South Africa",1
"Zagreb, Croatia","Warszawa, Poland",1
"Zagreb, Croatia","Hamburg, Germany",1
"Zagreb, Croatia","Vilnius, Lithuania",1
"Zagreb, Croatia","Bucharest, Romania",1
"Zagreb, Croatia","Paris, France",1
"Zagreb, Croatia","Hyderabad, India",1
"Zagreb, Croatia","Seattle, WA, United States",1
"Zagreb, Croatia","Madrid, Spain",1
"Zagreb, Croatia","Oslo, Norway",1
"Zagreb, Croatia","Lisbon, Portugal",1
"Zagreb, Croatia","New York, NY, United States",1
"Zagreb, Croatia","Zürich, Switzerland",1
"Zagreb, Croatia",Hong Kong,1
"Zagreb, Croatia","Athens, Greece",1
"Zagreb, Croatia","Helsinki, Finland",1
"Zagreb, Croatia","Berlin, Germany",1
"Zagreb, Croatia","Buenos Aires, Argentina",1
"Zagreb, Croatia","Dublin, Ireland",1
"Zagreb, Croatia","Amsterdam, Netherlands",1
"Zagreb, Croatia","Moskva, Russia",1
"Zagreb, Croatia","København, Denmark",1
"Zagreb, Croatia","San Francisco, CA, United States",1
"Zagreb, Croatia",Dubai - United Arab Emirates,1
"Zagreb, Croatia","San Bruno, CA, United States",1
"Zagreb, Croatia","Nairobi, Kenya",1
"Zagreb, Croatia","Chicago, IL, United States",1
"Zagreb, Croatia","Stockholm, Sweden",1
"Zagreb, Croatia","Gurugram, India",1
"Zagreb, Croatia","London, United Kingdom",1
"Zagreb, Croatia","Palo Alto, CA, United States",1
"Zagreb, Croatia","Etterbeek, Belgium",1
"Zagreb, Croatia","Shanghai, China",1
"Zagreb, Croatia","Milan, Italy",1
"Zagreb, Croatia","Wrocław, Poland",1
"Zagreb, Croatia","Sunnyvale, CA, United States",1
"Zagreb, Croatia","Boulder, CO, United States",1
"Zagreb, Croatia","Prague, Czechia",1
"Zagreb, Croatia","Bratislava, Slovakia",1
"Zagreb, Croatia","München, Germany",1
"Zagreb, Croatia","Budapest, Hungary",1
"Zagreb, Croatia","Kirkland, WA, United States",1
"Zagreb, Croatia","Tel Aviv-Yafo, Israel",1
"Zagreb, Croatia","Mexico City, Mexico",1
"Zagreb, Croatia","Mountain View, CA, United States",1
"Zagreb, Croatia","Johannesburg, South Africa",1
"Palo Alto, CA, United States","Paris, France",3
"Palo Alto, CA, United States","Lisbon, Portugal",1
"Palo Alto, CA, United States","Seoul, South Korea",1
"Palo Alto, CA, United States","Oslo, Norway",1
"Palo Alto, CA, United States","Beijing, China",1
"Palo Alto, CA, United States","Amsterdam, Netherlands",3
"Palo Alto, CA, United States","San Francisco, CA, United States",3
"Palo Alto, CA, United States",Dubai - United Arab Emirates,2
"Palo Alto, CA, United States","Nairobi, Kenya",1
"Palo Alto, CA, United States","Stockholm, Sweden",3
"Palo Alto, CA, United States","Gurugram, India",3
"Palo Alto, CA, United States","Shanghai, China",3
"Palo Alto, CA, United States","Taipei, Taiwan",1
"Palo Alto, CA, United States","Wrocław, Poland",1
"Palo Alto, CA, United States","München, Germany",2
"Palo Alto, CA, United States","Prague, Czechia",1
"Palo Alto, CA, United States","Milano, Italy",1
"Palo Alto, CA, United States","Budapest, Hungary",1
"Palo Alto, CA, United States","Tel Aviv-Yafo, Israel",2
"Palo Alto, CA, United States","Perth, Australia",1
"Palo Alto, CA, United States","Mexico City, Mexico",1
"Palo Alto, CA, United States","Mountain View, CA, United States",4
"Palo Alto, CA, United States","Mumbai, India",1
"Palo Alto, CA, United States","Frankfurt, Germany",1
"Palo Alto, CA, United States","Johannesburg, South Africa",1
"Palo Alto, CA, United States","Warszawa, Poland",3
"Palo Alto, CA, United States","Hamburg, Germany",2
"Palo Alto, CA, United States","Vilnius, Lithuania",1
"Palo Alto, CA, United States","Bucharest, Romania",2
"Palo Alto, CA, United States","Cambridge, MA, United States",1
"Palo Alto, CA, United States","Seattle, WA, United States",3
"Palo Alto, CA, United States","Hyderabad, India",3
"Palo Alto, CA, United States","Madrid, Spain",1
"Palo Alto, CA, United States","New York, NY, United States",3
"Palo Alto, CA, United States","Zürich, Switzerland",2
"Palo Alto, CA, United States",Hong Kong,1
"Palo Alto, CA, United States","São Paulo, Brazil",1
"Palo Alto, CA, United States","Athens, Greece",1
"Palo Alto, CA, United States","Berlin, Germany",2
"Palo Alto, CA, United States","Helsinki, Finland",1
"Palo Alto, CA, United States","Buenos Aires, Argentina",1
"Palo Alto, CA, United States","Dublin, Ireland",2
"Palo Alto, CA, United States","Moskva, Russia",1
"Palo Alto, CA, United States","København, Denmark",1
"Palo Alto, CA, United States","Waterloo, ON, Canada",1
"Palo Alto, CA, United States","San Bruno, CA, United States",2
"Palo Alto, CA, United States","Chicago, IL, United States",2
"Palo Alto, CA, United States","South San Francisco, CA, United States",1
"Palo Alto, CA, United States","London, United Kingdom",3
"Palo Alto, CA, United States","Etterbeek, Belgium",1
"Palo Alto, CA, United States","Milan, Italy",2
"Palo Alto, CA, United States","Sunnyvale, CA, United States",3
"Palo Alto, CA, United States","Boulder, CO, United States",1
"Palo Alto, CA, United States","Bratislava, Slovakia",1
"Palo Alto, CA, United States","Kirkland, WA, United States",2
"Palo Alto, CA, United States",Singapore,2
"Los Angeles, CA, United States","Austin, TX, United States",3
"Los Angeles, CA, United States","Paris, France",3
"Los Angeles, CA, United States","Seoul, South Korea",3
"Los Angeles, CA, United States","Oslo, Norway",1
"Los Angeles, CA, United States","Beijing, China",4
"Los Angeles, CA, United States","Portland, OR, United States",1
"Los Angeles, CA, United States","Salt Lake City, UT, United States",1
"Los Angeles, CA, United States","San Francisco, CA, United States",6
"Los Angeles, CA, United States","Stockholm, Sweden",1
"Los Angeles, CA, United States","Gurugram, India",2
"Los Angeles, CA, United States","Shanghai, China",5
"Los Angeles, CA, United States","Taipei, Taiwan",2
"Los Angeles, CA, United States","Wrocław, Poland",2
"Los Angeles, CA, United States","München, Germany",2
"Los Angeles, CA, United States","Tel Aviv-Yafo, Israel",3
"Los Angeles, CA, United States","Perth, Australia",1
"Los Angeles, CA, United States","Mexico City, Mexico",2
"Los Angeles, CA, United States","Mountain View, CA, United States",7
"Los Angeles, CA, United States","Frankfurt, Germany",2
"Los Angeles, CA, United States","Mumbai, India",1
"Los Angeles, CA, United States","Johannesburg, South Africa",1
"Los Angeles, CA, United States","Bengaluru, India",2
"Los Angeles, CA, United States","Warszawa, Poland",2
"Los Angeles, CA, United States","Hamburg, Germany",3
"Los Angeles, CA, United States","Melbourne, Australia",1
"Los Angeles, CA, United States","Cambridge, MA, United States",2
"Los Angeles, CA, United States","Columbus, OH, United States",1
"Los Angeles, CA, United States","Atlanta, GA, United States",1
"Los Angeles, CA, United States","Seattle, WA, United States",2
"Los Angeles, CA, United States","Moscow, ID, United States",1
"Los Angeles, CA, United States","Palo Alto, CA, USA",1
"Los Angeles, CA, United States","New York, NY, United States",5
"Los Angeles, CA, United States","Zürich, Switzerland",1
"Los Angeles, CA, United States",Hong Kong,3
"Los Angeles, CA, United States","São Paulo, Brazil",2
"Los Angeles, CA, United States","Helsinki, Finland",1
"Los Angeles, CA, United States","Berlin, Germany",2
"Los Angeles, CA, United States","Minneapolis, MN, United States",1
"Los Angeles, CA, United States","Washington, DC, United States",2
"Los Angeles, CA, United States","Buenos Aires, Argentina",1
"Los Angeles, CA, United States","Dallas, TX, United States",1
"Los Angeles, CA, United States","Dublin, Ireland",4
"Los Angeles, CA, United States","Moskva, Russia",2
"Los Angeles, CA, United States","København, Denmark",1
"Los Angeles, CA, United States","Waterloo, ON, Canada",2
"Los Angeles, CA, United States","Kraków, Poland",1
"Los Angeles, CA, United States","San Bruno, CA, United States",3
"Los Angeles, CA, United States","Chicago, IL, United States",3
"Los Angeles, CA, United States","Irvine, CA, United States",2
"Los Angeles, CA, United States","London, United Kingdom",6
"Los Angeles, CA, United States","Bangkok, Thailand",1
"Los Angeles, CA, United States","Etterbeek, Belgium",1
"Los Angeles, CA, United States","Milan, Italy",1
"Los Angeles, CA, United States","Sunnyvale, CA, United States",7
"Los Angeles, CA, United States","Ann Arbor, MI, United States",2
"Los Angeles, CA, United States","Boulder, CO, United States",4
"Los Angeles, CA, United States","Bogotá, Colombia",2
"Los Angeles, CA, United States","Kirkland, WA, United States",2
"Los Angeles, CA, United States","Montreal, QC, Canada",1
"Los Angeles, CA, United States","Toronto, ON, Canada",1
"Los Angeles, CA, United States",Singapore,6
"Taipei, Taiwan","Austin, TX, United States",3
"Taipei, Taiwan","Warszawa, Poland",2
"Taipei, Taiwan","Toronto, ON, Canada",1
"Taipei, Taiwan","Hamburg, Germany",2
"Taipei, Taiwan","Melbourne, Australia",1
"Taipei, Taiwan","Cambridge, MA, United States",1
"Taipei, Taiwan","Columbus, OH, United States",1
"Taipei, Taiwan","Paris, France",4
"Taipei, Taiwan","Atlanta, GA, United States",2
"Taipei, Taiwan","Seattle, WA, United States",2
"Taipei, Taiwan","Moscow, ID, United States",1
"Taipei, Taiwan","Hyderabad, India",1
"Taipei, Taiwan","Seoul, South Korea",2
"Taipei, Taiwan","Oslo, Norway",1
"Taipei, Taiwan","New York, NY, United States",3
"Taipei, Taiwan","Zürich, Switzerland",2
"Taipei, Taiwan",Hong Kong,1
"Taipei, Taiwan","Beijing, China",1
"Taipei, Taiwan","São Paulo, Brazil",2
"Taipei, Taiwan","Berlin, Germany",1
"Taipei, Taiwan","Minneapolis, MN, United States",1
"Taipei, Taiwan","Washington, DC, United States",2
"Taipei, Taiwan","Helsinki, Finland",1
"Taipei, Taiwan","Dallas, TX, United States",1
"Taipei, Taiwan","Dublin, Ireland",3
"Taipei, Taiwan","Amsterdam, Netherlands",1
"Taipei, Taiwan","Moskva, Russia",2
"Taipei, Taiwan","København, Denmark",1
"Taipei, Taiwan","San Francisco, CA, United States",3
"Taipei, Taiwan","San Bruno, CA, United States",1
"Taipei, Taiwan","Chicago, IL, United States",1
"Taipei, Taiwan","Stockholm, Sweden",2
"Taipei, Taiwan","Gurugram, India",3
"Taipei, Taiwan","South San Francisco, CA, United States",2
"Taipei, Taiwan","London, United Kingdom",4
"Taipei, Taiwan","Shanghai, China",4
"Taipei, Taiwan","Milan, Italy",1
"Taipei, Taiwan","Wrocław, Poland",1
"Taipei, Taiwan","Sunnyvale, CA, United States",4
"Taipei, Taiwan","Ann Arbor, MI, United States",2
"Taipei, Taiwan","München, Germany",1
"Taipei, Taiwan","Bogotá, Colombia",1
"Taipei, Taiwan","Kirkland, WA, United States",1
"Taipei, Taiwan","Tel Aviv-Yafo, Israel",1
"Taipei, Taiwan","Perth, Australia",1
"Taipei, Taiwan","Montreal, QC, Canada",1
"Taipei, Taiwan","Mexico City, Mexico",1
"Taipei, Taiwan","Mountain View, CA, United States",5
"Taipei, Taiwan","Frankfurt, Germany",1
"Taipei, Taiwan",Singapore,4
"Taipei, Taiwan","Johannesburg, South Africa",1
"Wrocław, Poland","Austin, TX, United States",1
"Wrocław, Poland","Paris, France",2
"Wrocław, Poland","Lisbon, Portugal",1
"Wrocław, Poland","Oslo, Norway",2
"Wrocław, Poland","Seoul, South Korea",1
"Wrocław, Poland","Beijing, China",2
"Wrocław, Poland","Amsterdam, Netherlands",1
"Wrocław, Poland","San Francisco, CA, United States",4
"Wrocław, Poland",Dubai - United Arab Emirates,1
"Wrocław, Poland","Nairobi, Kenya",1
"Wrocław, Poland","Stockholm, Sweden",2
"Wrocław, Poland","Gurugram, India",2
"Wrocław, Poland","Shanghai, China",3
"Wrocław, Poland","München, Germany",2
"Wrocław, Poland","Prague, Czechia",1
"Wrocław, Poland","Budapest, Hungary",1
"Wrocław, Poland","Tel Aviv-Yafo, Israel",3
"Wrocław, Poland","Perth, Australia",1
"Wrocław, Poland","Mexico City, Mexico",2
"Wrocław, Poland","Mountain View, CA, United States",4
"Wrocław, Poland","Frankfurt, Germany",1
"Wrocław, Poland","Johannesburg, South Africa",2
"Wrocław, Poland","Warszawa, Poland",3
"Wrocław, Poland","Hamburg, Germany",2
"Wrocław, Poland","Vilnius, Lithuania",1
"Wrocław, Poland","Columbus, OH, United States",1
"Wrocław, Poland","Cambridge, MA, United States",1
"Wrocław, Poland","Melbourne, Australia",1
"Wrocław, Poland","Bucharest, Romania",1
"Wrocław, Poland","Atlanta, GA, United States",1
"Wrocław, Poland","Hyderabad, India",2
"Wrocław, Poland","Seattle, WA, United States",2
"Wrocław, Poland","Madrid, Spain",1
"Wrocław, Poland","Moscow, ID, United States",1
"Wrocław, Poland","New York, NY, United States",4
"Wrocław, Poland","Zürich, Switzerland",3
"Wrocław, Poland",Hong Kong,3
"Wrocław, Poland","São Paulo, Brazil",1
"Wrocław, Poland","Athens, Greece",1
"Wrocław, Poland","Berlin, Germany",2
"Wrocław, Poland","Minneapolis, MN, United States",1
"Wrocław, Poland","Washington, DC, United States",1
"Wrocław, Poland","Buenos Aires, Argentina",1
"Wrocław, Poland","Helsinki, Finland",2
"Wrocław, Poland","Dallas, TX, United States",1
"Wrocław, Poland","Dublin, Ireland",3
"Wrocław, Poland","Moskva, Russia",2
"Wrocław, Poland","København, Denmark",2
"Wrocław, Poland","Kraków, Poland",1
"Wrocław, Poland","San Bruno, CA, United States",2
"Wrocław, Poland","Chicago, IL, United States",3
"Wrocław, Poland","London, United Kingdom",3
"Wrocław, Poland","Etterbeek, Belgium",1
"Wrocław, Poland","Milan, Italy",2
"Wrocław, Poland","Sunnyvale, CA, United States",4
"Wrocław, Poland","Ann Arbor, MI, United States",1
"Wrocław, Poland","Boulder, CO, United States",2
"Wrocław, Poland","Bratislava, Slovakia",1
"Wrocław, Poland","Bogotá, Colombia",1
"Wrocław, Poland","Kirkland, WA, United States",1
"Wrocław, Poland","Montreal, QC, Canada",1
"Wrocław, Poland","Toronto, ON, Canada",1
"Wrocław, Poland",Singapore,2
"München, Germany","Austin, TX, United States",2
"München, Germany","Paris, France",5
"München, Germany","Lisbon, Portugal",1
"München, Germany","Seoul, South Korea",3
"München, Germany","Oslo, Norway",3
"München, Germany","Beijing, China",3
"München, Germany","Portland, OR, United States",1
"München, Germany","Salt Lake City, UT, United States",1
"München, Germany","Amsterdam, Netherlands",3
"München, Germany","San Francisco, CA, United States",5
"München, Germany",Dubai - United Arab Emirates,2
"München, Germany","Nairobi, Kenya",1
"München, Germany","Stockholm, Sweden",4
"München, Germany","Gurugram, India",4
"München, Germany","Shanghai, China",4
"München, Germany","Prague, Czechia",1
"München, Germany","Milano, Italy",1
"München, Germany","Budapest, Hungary",1
"München, Germany","Tel Aviv-Yafo, Israel",4
"München, Germany","Perth, Australia",2
"München, Germany","Mexico City, Mexico",3
"München, Germany","Mountain View, CA, United States",6
"München, Germany","Mumbai, India",3
"München, Germany","Frankfurt, Germany",3
"München, Germany","Johannesburg, South Africa",2
"München, Germany","Warszawa, Poland",3
"München, Germany","Bengaluru, India",2
"München, Germany","Hamburg, Germany",4
"München, Germany","Vilnius, Lithuania",1
"München, Germany","Columbus, OH, United States",1
"München, Germany","Cambridge, MA, United States",3
"München, Germany","Bucharest, Romania",3
"München, Germany","Melbourne, Australia",1
"München, Germany","Atlanta, GA, United States",1
"München, Germany","Seattle, WA, United States",4
"München, Germany","Hyderabad, India",3
"München, Germany","Madrid, Spain",1
"München, Germany","Moscow, ID, United States",1
"München, Germany","New York, NY, United States",5
"München, Germany","Zürich, Switzerland",4
"München, Germany",Hong Kong,2
"München, Germany","São Paulo, Brazil",3
"München, Germany","Athens, Greece",1
"München, Germany","Berlin, Germany",4
"München, Germany","MG, Brazil",1
"München, Germany","Minneapolis, MN, United States",1
"München, Germany","Washington, DC, United States",1
"München, Germany","Buenos Aires, Argentina",1
"München, Germany","Helsinki, Finland",3
"München, Germany","Dallas, TX, United States",1
"München, Germany","Dublin, Ireland",4
"München, Germany","Moskva, Russia",3
"München, Germany","København, Denmark",2
"München, Germany","Waterloo, ON, Canada",1
"München, Germany","San Bruno, CA, United States",1
"München, Germany","Chicago, IL, United States",5
"München, Germany","Irvine, CA, United States",2
"München, Germany","South San Francisco, CA, United States",1
"München, Germany","London, United Kingdom",6
"München, Germany","Etterbeek, Belgium",3
"München, Germany","Milan, Italy",3
"München, Germany","Sunnyvale, CA, United States",6
"München, Germany","Ann Arbor, MI, United States",1
"München, Germany","Boulder, CO, United States",3
"München, Germany","Bratislava, Slovakia",1
"München, Germany","Bogotá, Colombia",1
"München, Germany","Kirkland, WA, United States",2
"München, Germany","Montreal, QC, Canada",1
"München, Germany","Toronto, ON, Canada",1
"München, Germany",Singapore,4
"Prague, Czechia","Warszawa, Poland",1
"Prague, Czechia","Hamburg, Germany",1
"Prague, Czechia","Vilnius, Lithuania",1
"Prague, Czechia","Bucharest, Romania",1
"Prague, Czechia","Paris, France",1
"Prague, Czechia","Hyderabad, India",1
"Prague, Czechia","Seattle, WA, United States",1
"Prague, Czechia","Madrid, Spain",1
"Prague, Czechia","Oslo, Norway",1
"Prague, Czechia","Lisbon, Portugal",1
"Prague, Czechia","New York, NY, United States",1
"Prague, Czechia","Zürich, Switzerland",1
"Prague, Czechia",Hong Kong,1
"Prague, Czechia","Athens, Greece",1
"Prague, Czechia","Helsinki, Finland",1
"Prague, Czechia","Berlin, Germany",1
"Prague, Czechia","Buenos Aires, Argentina",1
"Prague, Czechia","Dublin, Ireland",1
"Prague, Czechia","Amsterdam, Netherlands",1
"Prague, Czechia","Moskva, Russia",1
"Prague, Czechia","København, Denmark",1
"Prague, Czechia","San Francisco, CA, United States",1
"Prague, Czechia",Dubai - United Arab Emirates,1
"Prague, Czechia","San Bruno, CA, United States",1
"Prague, Czechia","Nairobi, Kenya",1
"Prague, Czechia","Chicago, IL, United States",1
"Prague, Czechia","Stockholm, Sweden",1
"Prague, Czechia","Gurugram, India",1
"Prague, Czechia","London, United Kingdom",1
"Prague, Czechia","Etterbeek, Belgium",1
"Prague, Czechia","Shanghai, China",1
"Prague, Czechia","Milan, Italy",1
"Prague, Czechia","Sunnyvale, CA, United States",1
"Prague, Czechia","Boulder, CO, United States",1
"Prague, Czechia","Bratislava, Slovakia",1
"Prague, Czechia","Budapest, Hungary",1
"Prague, Czechia","Kirkland, WA, United States",1
"Prague, Czechia","Tel Aviv-Yafo, Israel",1
"Prague, Czechia","Mexico City, Mexico",1
"Prague, Czechia","Mountain View, CA, United States",1
"Prague, Czechia","Johannesburg, South Africa",1
"Tel Aviv-Yafo, Israel","Austin, TX, United States",3
"Tel Aviv-Yafo, Israel","Paris, France",4
"Tel Aviv-Yafo, Israel","Lisbon, Portugal",1
"Tel Aviv-Yafo, Israel","Oslo, Norway",3
"Tel Aviv-Yafo, Israel","Seoul, South Korea",3
"Tel Aviv-Yafo, Israel","Beijing, China",5
"Tel Aviv-Yafo, Israel","Amsterdam, Netherlands",3
"Tel Aviv-Yafo, Israel","San Francisco, CA, United States",7
"Tel Aviv-Yafo, Israel",Dubai - United Arab Emirates,2
"Tel Aviv-Yafo, Israel","Nairobi, Kenya",1
"Tel Aviv-Yafo, Israel","Stockholm, Sweden",4
"Tel Aviv-Yafo, Israel","Gurugram, India",3
"Tel Aviv-Yafo, Israel","Shanghai, China",5
"Tel Aviv-Yafo, Israel","Milano, Italy",1
"Tel Aviv-Yafo, Israel","Budapest, Hungary",1
"Tel Aviv-Yafo, Israel","Perth, Australia",2
"Tel Aviv-Yafo, Israel","Mexico City, Mexico",3
"Tel Aviv-Yafo, Israel","Mountain View, CA, United States",7
"Tel Aviv-Yafo, Israel","Frankfurt, Germany",2
"Tel Aviv-Yafo, Israel","Mumbai, India",2
"Tel Aviv-Yafo, Israel","Johannesburg, South Africa",2
"Tel Aviv-Yafo, Israel","Warszawa, Poland",4
"Tel Aviv-Yafo, Israel","Bengaluru, India",1
"Tel Aviv-Yafo, Israel","Hamburg, Germany",3
"Tel Aviv-Yafo, Israel","Vilnius, Lithuania",1
"Tel Aviv-Yafo, Israel","Columbus, OH, United States",1
"Tel Aviv-Yafo, Israel","Cambridge, MA, United States",3
"Tel Aviv-Yafo, Israel","Bucharest, Romania",3
"Tel Aviv-Yafo, Israel","Melbourne, Australia",1
"Tel Aviv-Yafo, Israel","Atlanta, GA, United States",1
"Tel Aviv-Yafo, Israel","Seattle, WA, United States",5
"Tel Aviv-Yafo, Israel","Hyderabad, India",3
"Tel Aviv-Yafo, Israel","Madrid, Spain",1
"Tel Aviv-Yafo, Israel","Moscow, ID, United States",1
"Tel Aviv-Yafo, Israel","New York, NY, United States",7
"Tel Aviv-Yafo, Israel","Zürich, Switzerland",4
"Tel Aviv-Yafo, Israel",Hong Kong,3
"Tel Aviv-Yafo, Israel","São Paulo, Brazil",4
"Tel Aviv-Yafo, Israel","Athens, Greece",1
"Tel Aviv-Yafo, Israel","Berlin, Germany",3
"Tel Aviv-Yafo, Israel","Minneapolis, MN, United States",1
"Tel Aviv-Yafo, Israel","Washington, DC, United States",1
"Tel Aviv-Yafo, Israel","Buenos Aires, Argentina",1
"Tel Aviv-Yafo, Israel","Helsinki, Finland",3
"Tel Aviv-Yafo, Israel","Dallas, TX, United States",1
"Tel Aviv-Yafo, Israel","Dublin, Ireland",4
"Tel Aviv-Yafo, Israel","Moskva, Russia",3
"Tel Aviv-Yafo, Israel","København, Denmark",2
"Tel Aviv-Yafo, Israel","Waterloo, ON, Canada",2
"Tel Aviv-Yafo, Israel","Kraków, Poland",1
"Tel Aviv-Yafo, Israel","San Bruno, CA, United States",4
"Tel Aviv-Yafo, Israel","Chicago, IL, United States",5
"Tel Aviv-Yafo, Israel","Irvine, CA, United States",1
"Tel Aviv-Yafo, Israel","London, United Kingdom",6
"Tel Aviv-Yafo, Israel","Etterbeek, Belgium",2
"Tel Aviv-Yafo, Israel","Milan, Italy",3
"Tel Aviv-Yafo, Israel","Sunnyvale, CA, United States",7
"Tel Aviv-Yafo, Israel","Ann Arbor, MI, United States",2
"Tel Aviv-Yafo, Israel","Boulder, CO, United States",5
"Tel Aviv-Yafo, Israel","Bratislava, Slovakia",1
"Tel Aviv-Yafo, Israel","Bogotá, Colombia",1
"Tel Aviv-Yafo, Israel","Kirkland, WA, United States",4
"Tel Aviv-Yafo, Israel","Montreal, QC, Canada",1
"Tel Aviv-Yafo, Israel","Toronto, ON, Canada",1
"Tel Aviv-Yafo, Israel",Singapore,5
"Mexico City, Mexico","Austin, TX, United States",3
"Mexico City, Mexico","Paris, France",3
"Mexico City, Mexico","Lisbon, Portugal",1
"Mexico City, Mexico","Oslo, Norway",3
"Mexico City, Mexico","Seoul, South Korea",1
"Mexico City, Mexico","Beijing, China",3
"Mexico City, Mexico","Amsterdam, Netherlands",2
"Mexico City, Mexico","San Francisco, CA, United States",4
"Mexico City, Mexico",Dubai - United Arab Emirates,1
"Mexico City, Mexico","Nairobi, Kenya",1
"Mexico City, Mexico","Stockholm, Sweden",3
"Mexico City, Mexico","Gurugram, India",2
"Mexico City, Mexico","Shanghai, China",2
"Mexico City, Mexico","Budapest, Hungary",1
"Mexico City, Mexico","Perth, Australia",1
"Mexico City, Mexico","Mountain View, CA, United States",4
"Mexico City, Mexico","Frankfurt, Germany",1
"Mexico City, Mexico","Mumbai, India",1
"Mexico City, Mexico","Johannesburg, South Africa",2
"Mexico City, Mexico","Warszawa, Poland",2
"Mexico City, Mexico","Hamburg, Germany",2
"Mexico City, Mexico","Vilnius, Lithuania",1
"Mexico City, Mexico","Columbus, OH, United States",1
"Mexico City, Mexico","Cambridge, MA, United States",1
"Mexico City, Mexico","Bucharest, Romania",2
"Mexico City, Mexico","Melbourne, Australia",1
"Mexico City, Mexico","Atlanta, GA, United States",1
"Mexico City, Mexico","Seattle, WA, United States",2
"Mexico City, Mexico","Hyderabad, India",2
"Mexico City, Mexico","Palo Alto, CA, USA",1
"Mexico City, Mexico","Madrid, Spain",1
"Mexico City, Mexico","Moscow, ID, United States",1
"Mexico City, Mexico","Zürich, Switzerland",3
"Mexico City, Mexico","New York, NY, United States",4
"Mexico City, Mexico",Hong Kong,2
"Mexico City, Mexico","São Paulo, Brazil",3
"Mexico City, Mexico","Athens, Greece",1
"Mexico City, Mexico","Berlin, Germany",2
"Mexico City, Mexico","Minneapolis, MN, United States",1
"Mexico City, Mexico","Washington, DC, United States",1
"Mexico City, Mexico","Buenos Aires, Argentina",2
"Mexico City, Mexico","Helsinki, Finland",3
"Mexico City, Mexico","Dallas, TX, United States",1
"Mexico City, Mexico","Dublin, Ireland",3
"Mexico City, Mexico","Moskva, Russia",3
"Mexico City, Mexico","København, Denmark",2
"Mexico City, Mexico","San Bruno, CA, United States",2
"Mexico City, Mexico","Chicago, IL, United States",3
"Mexico City, Mexico","London, United Kingdom",4
"Mexico City, Mexico","Etterbeek, Belgium",2
"Mexico City, Mexico","Milan, Italy",2
"Mexico City, Mexico","Sunnyvale, CA, United States",4
"Mexico City, Mexico","Ann Arbor, MI, United States",2
"Mexico City, Mexico","Boulder, CO, United States",3
"Mexico City, Mexico","Bratislava, Slovakia",1
"Mexico City, Mexico","Bogotá, Colombia",2
"Mexico City, Mexico","Kirkland, WA, United States",1
"Mexico City, Mexico","Montreal, QC, Canada",1
"Mexico City, Mexico","Toronto, ON, Canada",1
"Mexico City, Mexico",Singapore,3
"Mumbai, India","Austin, TX, United States",1
"Mumbai, India","Bengaluru, India",1
"Mumbai, India","Warszawa, Poland",1
"Mumbai, India","Hamburg, Germany",2
"Mumbai, India","Bucharest, Romania",2
"Mumbai, India","Cambridge, MA, United States",1
"Mumbai, India","Paris, France",3
"Mumbai, India","Seattle, WA, United States",3
"Mumbai, India","Hyderabad, India",2
"Mumbai, India","Seoul, South Korea",2
"Mumbai, India","Oslo, Norway",1
"Mumbai, India","Zürich, Switzerland",2
"Mumbai, India","New York, NY, United States",2
"Mumbai, India","Beijing, China",2
"Mumbai, India","Portland, OR, United States",1
"Mumbai, India","São Paulo, Brazil",2
"Mumbai, India","Berlin, Germany",2
"Mumbai, India","Helsinki, Finland",1
"Mumbai, India","Salt Lake City, UT, United States",1
"Mumbai, India","Amsterdam, Netherlands",2
"Mumbai, India","Dublin, Ireland",1
"Mumbai, India","Moskva, Russia",1
"Mumbai, India","Waterloo, ON, Canada",1
"Mumbai, India","San Francisco, CA, United States",3
"Mumbai, India",Dubai - United Arab Emirates,1
"Mumbai, India","Chicago, IL, United States",3
"Mumbai, India","Stockholm, Sweden",2
"Mumbai, India","Gurugram, India",2
"Mumbai, India","Irvine, CA, United States",1
"Mumbai, India","London, United Kingdom",3
"Mumbai, India","Etterbeek, Belgium",2
"Mumbai, India","Milan, Italy",1
"Mumbai, India","Frankfurt, Germany",2
"Mumbai, India","Shanghai, China",1
"Mumbai, India","Sunnyvale, CA, United States",3
"Mumbai, India","Boulder, CO, United States",2
"Mumbai, India","Milano, Italy",1
